,,,,,Original variables,,,,,,,,,,,first order lag variables,,,,,,,,,,,SEVENTH ORDER LAG VARIABLES,,,,,,,,,,
11/11/2010,4,11,1,0,69.36868801,9.159601288,8.26217141,23.98452494,35.0070092,1.83E-07,33.17069726,16.13288723,4.259185608,2.197266824,273.5371864,72.52978953,54.69921485,33.86904087,19.8935509,39.0585555,0.1,36.89248001,19.09609216,4.741194616,2.240633879,374.1932347,74.61454532,15.40378973,28.91373412,36.42316587,35.9887277,0.099999999,94.42361398,19.42561185,4.53934563,2.238760828,334.2309483
12/11/2010,4,11,2,0,23.44012038,6.1931424,9.550588372,35.67646674,30.11609465,3.87E-28,49.99961146,15.65871893,3.837161089,2.091412935,219.1920193,69.36868801,9.159601288,8.26217141,23.98452494,35.0070092,1.83E-07,33.17069726,16.13288723,4.259185608,2.197266824,273.5371864,70.082368,24.91833583,12.26628001,20.56046292,40.35581941,0.099930227,70.13607261,17.16686208,4.350324658,2.184889961,315.869371
13-11-2010,4,11,3,0,51.41754069,2.454815488,16.45889915,1.19551254,35.50834163,1.30E-14,41.25329285,14.80011217,4.105169648,2.072206776,240.3093398,23.44012038,6.1931424,9.550588372,35.67646674,30.11609465,3.87E-28,49.99961146,15.65871893,3.837161089,2.091412935,219.1920193,51.68788253,11.51787372,7.543040653,1.327012378,32.26461999,1.98E-14,65.16822724,13.00026309,3.880126058,2.107840778,218.1323803
14-11-2010,4,11,4,0,75.86261044,18.24214664,19.86619072,15.03317572,55.82195827,0.099999914,60.25730563,14.65185902,4.500668767,2.152440858,325.5212204,51.41754069,2.454815488,16.45889915,1.19551254,35.50834163,1.30E-14,41.25329285,14.80011217,4.105169648,2.072206776,240.3093398,79.00631622,9.621212805,14.18552364,17.14318445,23.30653183,0.09433771,67.45545011,13.38728016,3.759365584,2.033331062,268.4721649
15-11-2010,4,11,5,0,68.59933548,33.78234876,39.80136868,37.18081522,26.56234814,0.1,55.25458472,18.27230689,4.394788085,2.18554068,384.965036,75.86261044,18.24214664,19.86619072,15.03317572,55.82195827,0.099999914,60.25730563,14.65185902,4.500668767,2.152440858,325.5212204,43.36931762,13.51756626,33.86965728,25.42249289,38.43482571,9.67E-06,52.95903287,16.59840033,4.432911374,2.103191876,289.2712695
16-11-2010,4,11,6,0,63.65523733,18.23792663,37.39957678,18.44274017,12.97324804,0.1,66.26655528,18.24581196,4.442323744,2.178960107,329.2599753,68.59933548,33.78234876,39.80136868,37.18081522,26.56234814,0.1,55.25458472,18.27230689,4.394788085,2.18554068,384.965036,20.78809242,16.03923108,34.2597693,43.99826987,30.215027,2.78E-14,62.5732223,18.35750809,4.557960897,2.196209871,265.9656615
17-11-2010,4,11,7,0,57.42469248,20.01411567,24.83268659,34.6063303,55.71851582,0.090648857,22.19296482,18.83729604,4.737299377,2.216986149,415.1849828,63.65523733,18.23792663,37.39957678,18.44274017,12.97324804,0.1,66.26655528,18.24581196,4.442323744,2.178960107,329.2599753,45.96862049,17.51119195,48.86443262,39.63668352,25.66564437,0.099999565,25.58597584,20.29845618,4.65809279,2.220946929,362.9740217
18-11-2010,4,11,1,0,73.29810004,25.0181896,2.693941387,16.36515288,20.16279273,0.073306536,65.82981441,16.07006463,3.765520773,2.140397891,286.1019068,57.42469248,20.01411567,24.83268659,34.6063303,55.71851582,0.090648857,22.19296482,18.83729604,4.737299377,2.216986149,415.1849828,72.52978953,54.69921485,33.86904087,19.8935509,39.0585555,0.1,36.89248001,19.09609216,4.741194616,2.240633879,374.1932347
19-11-2010,4,11,2,0,20.66857213,11.97886003,21.21559145,18.36221296,61.51189011,9.18E-22,24.65819351,15.3872102,4.403319793,2.100326985,294.2033565,73.29810004,25.0181896,2.693941387,16.36515288,20.16279273,0.073306536,65.82981441,16.07006463,3.765520773,2.140397891,286.1019068,69.36868801,9.159601288,8.26217141,23.98452494,35.0070092,1.83E-07,33.17069726,16.13288723,4.259185608,2.197266824,273.5371864
20-11-2010,4,11,3,0,69.43611607,21.06003272,6.983699311,33.04972509,44.83746728,0.007445748,48.83293378,16.4706028,4.244671781,2.157327106,289.2608034,20.66857213,11.97886003,21.21559145,18.36221296,61.51189011,9.18E-22,24.65819351,15.3872102,4.403319793,2.100326985,294.2033565,23.44012038,6.1931424,9.550588372,35.67646674,30.11609465,3.87E-28,49.99961146,15.65871893,3.837161089,2.091412935,219.1920193
21-11-2010,4,11,4,0,60.9781332,9.661669642,39.60514458,22.00129798,27.13425134,0.099996446,51.46079818,17.29815556,4.257751202,2.14035118,320.3353903,69.43611607,21.06003272,6.983699311,33.04972509,44.83746728,0.007445748,48.83293378,16.4706028,4.244671781,2.157327106,289.2608034,51.41754069,2.454815488,16.45889915,1.19551254,35.50834163,1.30E-14,41.25329285,14.80011217,4.105169648,2.072206776,240.3093398
22-11-2010,4,11,5,0,78.05850589,4.586879923,37.81440363,45.30830026,46.19541137,0.1,26.67856459,19.43448756,4.805578067,2.204236521,367.5879169,60.9781332,9.661669642,39.60514458,22.00129798,27.13425134,0.099996446,51.46079818,17.29815556,4.257751202,2.14035118,320.3353903,75.86261044,18.24214664,19.86619072,15.03317572,55.82195827,0.099999914,60.25730563,14.65185902,4.500668767,2.152440858,325.5212204
23-11-2010,4,11,6,0,76.63961548,14.83510353,43.95230253,49.93646587,46.28460952,0.1,44.15524783,21.25789975,4.837147543,2.266203808,399.4853762,78.05850589,4.586879923,37.81440363,45.30830026,46.19541137,0.1,26.67856459,19.43448756,4.805578067,2.204236521,367.5879169,68.59933548,33.78234876,39.80136868,37.18081522,26.56234814,0.1,55.25458472,18.27230689,4.394788085,2.18554068,384.965036
24-11-2010,4,11,7,0,62.78328355,28.77685098,25.32571214,32.86509255,23.64351414,0.099999995,49.35916313,20.3179665,4.483684053,2.232251852,401.0596168,76.63961548,14.83510353,43.95230253,49.93646587,46.28460952,0.1,44.15524783,21.25789975,4.837147543,2.266203808,399.4853762,63.65523733,18.23792663,37.39957678,18.44274017,12.97324804,0.1,66.26655528,18.24581196,4.442323744,2.178960107,329.2599753
25-11-2010,4,11,1,0,63.3655282,13.98376929,17.72976107,24.47096067,8.272726644,7.24E-04,33.97688315,17.9055398,3.851256302,2.12045636,334.555701,62.78328355,28.77685098,25.32571214,32.86509255,23.64351414,0.099999995,49.35916313,20.3179665,4.483684053,2.232251852,401.0596168,57.42469248,20.01411567,24.83268659,34.6063303,55.71851582,0.090648857,22.19296482,18.83729604,4.737299377,2.216986149,415.1849828
26-11-2010,4,11,2,1,67.32818533,19.6481219,11.63059943,24.90007938,27.26856232,0.019891438,36.18350966,16.6387036,3.975293229,2.05752174,310.2656745,63.3655282,13.98376929,17.72976107,24.47096067,8.272726644,7.24E-04,33.97688315,17.9055398,3.851256302,2.12045636,334.555701,73.29810004,25.0181896,2.693941387,16.36515288,20.16279273,0.073306536,65.82981441,16.07006463,3.765520773,2.140397891,286.1019068
27-11-2010,4,11,3,1,65.10494015,16.40352502,2.464504562,0.403547136,44.64046988,1.10E-08,45.81237499,14.10195091,4.009701455,2.077564116,275.5356573,67.32818533,19.6481219,11.63059943,24.90007938,27.26856232,0.019891438,36.18350966,16.6387036,3.975293229,2.05752174,310.2656745,20.66857213,11.97886003,21.21559145,18.36221296,61.51189011,9.18E-22,24.65819351,15.3872102,4.403319793,2.100326985,294.2033565
28-11-2010,4,11,4,1,33.93946028,5.669970131,9.140338784,33.92737862,38.78448834,5.52E-24,66.17479974,13.72280354,3.874985137,2.064922472,220.5119833,65.10494015,16.40352502,2.464504562,0.403547136,44.64046988,1.10E-08,45.81237499,14.10195091,4.009701455,2.077564116,275.5356573,69.43611607,21.06003272,6.983699311,33.04972509,44.83746728,0.007445748,48.83293378,16.4706028,4.244671781,2.157327106,289.2608034
29-11-2010,4,11,5,1,77.07818756,22.59867907,33.62074464,32.13425764,40.53959606,0.1,57.95600774,18.44688479,4.387931847,2.111777671,370.1061485,33.93946028,5.669970131,9.140338784,33.92737862,38.78448834,5.52E-24,66.17479974,13.72280354,3.874985137,2.064922472,220.5119833,60.9781332,9.661669642,39.60514458,22.00129798,27.13425134,0.099996446,51.46079818,17.29815556,4.257751202,2.14035118,320.3353903
30-11-2010,4,11,6,1,45.48030607,6.019316922,47.27239003,42.76579659,30.2833663,0.022653395,71.05678382,19.34396119,4.685040892,2.205299965,299.3457651,77.07818756,22.59867907,33.62074464,32.13425764,40.53959606,0.1,57.95600774,18.44688479,4.387931847,2.111777671,370.1061485,78.05850589,4.586879923,37.81440363,45.30830026,46.19541137,0.1,26.67856459,19.43448756,4.805578067,2.204236521,367.5879169
1/12/2010,4,12,7,0,57.1942401,8.396911198,19.54245223,28.17120932,39.75466663,3.50E-08,70.19706365,18.7454071,4.655177572,2.234329642,288.2861222,45.48030607,6.019316922,47.27239003,42.76579659,30.2833663,0.022653395,71.05678382,19.34396119,4.685040892,2.205299965,299.3457651,76.63961548,14.83510353,43.95230253,49.93646587,46.28460952,0.1,44.15524783,21.25789975,4.837147543,2.266203808,399.4853762
2/12/2010,4,12,1,0,51.17198043,19.3201264,14.67994617,14.58629075,72.43232245,3.63E-08,82.22543898,16.63587817,4.64326543,2.229846967,319.5735073,57.1942401,8.396911198,19.54245223,28.17120932,39.75466663,3.50E-08,70.19706365,18.7454071,4.655177572,2.234329642,288.2861222,62.78328355,28.77685098,25.32571214,32.86509255,23.64351414,0.099999995,49.35916313,20.3179665,4.483684053,2.232251852,401.0596168
3/12/2010,4,12,2,0,76.12006761,7.062964088,17.89892978,10.7436297,45.28788812,0.0746865,107.0322996,13.37692179,4.320529551,2.193193684,211.3728414,51.17198043,19.3201264,14.67994617,14.58629075,72.43232245,3.63E-08,82.22543898,16.63587817,4.64326543,2.229846967,319.5735073,63.3655282,13.98376929,17.72976107,24.47096067,8.272726644,7.24E-04,33.97688315,17.9055398,3.851256302,2.12045636,334.555701
4/12/2010,4,12,3,0,69.16446811,19.63470071,5.696782987,14.73574328,77.44238198,4.05E-04,75.04846696,15.00409904,4.588718885,2.187089887,306.6008298,76.12006761,7.062964088,17.89892978,10.7436297,45.28788812,0.0746865,107.0322996,13.37692179,4.320529551,2.193193684,211.3728414,67.32818533,19.6481219,11.63059943,24.90007938,27.26856232,0.019891438,36.18350966,16.6387036,3.975293229,2.05752174,310.2656745
5/12/2010,4,12,4,0,47.06038015,22.36515091,29.5194011,10.86665173,95.71666826,0.025825313,81.12864185,16.99341487,4.842081463,2.243980966,423.7790228,69.16446811,19.63470071,5.696782987,14.73574328,77.44238198,4.05E-04,75.04846696,15.00409904,4.588718885,2.187089887,306.6008298,65.10494015,16.40352502,2.464504562,0.403547136,44.64046988,1.10E-08,45.81237499,14.10195091,4.009701455,2.077564116,275.5356573
6/12/2010,4,12,5,0,41.43335443,26.21422315,45.63488902,22.67519882,51.15405341,0.09999983,107.7224712,15.67383655,4.799505999,2.26608577,238.2359796,47.06038015,22.36515091,29.5194011,10.86665173,95.71666826,0.025825313,81.12864185,16.99341487,4.842081463,2.243980966,423.7790228,33.93946028,5.669970131,9.140338784,33.92737862,38.78448834,5.52E-24,66.17479974,13.72280354,3.874985137,2.064922472,220.5119833
7/12/2010,4,12,6,0,73.40219183,14.24691254,46.42465631,44.46264114,73.61346245,0.1,67.02480091,20.36877409,5.085290557,2.290997875,423.7152614,41.43335443,26.21422315,45.63488902,22.67519882,51.15405341,0.09999983,107.7224712,15.67383655,4.799505999,2.26608577,238.2359796,77.07818756,22.59867907,33.62074464,32.13425764,40.53959606,0.1,57.95600774,18.44688479,4.387931847,2.111777671,370.1061485
8/12/2010,4,12,7,0,61.67614584,25.02655817,23.18939697,32.32454965,64.1266039,0.099994943,101.2043865,19.60840849,4.866097342,2.297712029,363.5012392,73.40219183,14.24691254,46.42465631,44.46264114,73.61346245,0.1,67.02480091,20.36877409,5.085290557,2.290997875,423.7152614,45.48030607,6.019316922,47.27239003,42.76579659,30.2833663,0.022653395,71.05678382,19.34396119,4.685040892,2.205299965,299.3457651
9/12/2010,4,12,1,0,66.75690278,2.316544057,12.16236569,8.222995104,65.4440689,7.09E-10,66.43339211,16.42715292,4.58559505,2.246193815,312.2776226,61.67614584,25.02655817,23.18939697,32.32454965,64.1266039,0.099994943,101.2043865,19.60840849,4.866097342,2.297712029,363.5012392,57.1942401,8.396911198,19.54245223,28.17120932,39.75466663,3.50E-08,70.19706365,18.7454071,4.655177572,2.234329642,288.2861222
10/12/2010,4,12,2,0,76.86983383,37.95846642,19.55462362,15.83642051,69.245367,0.1,71.74412362,15.62334987,4.574039158,2.214806244,370.2176315,66.75690278,2.316544057,12.16236569,8.222995104,65.4440689,7.09E-10,66.43339211,16.42715292,4.58559505,2.246193815,312.2776226,51.17198043,19.3201264,14.67994617,14.58629075,72.43232245,3.63E-08,82.22543898,16.63587817,4.64326543,2.229846967,319.5735073
11/12/2010,4,12,3,0,30.60939625,21.03357346,18.51449832,6.526001912,60.96194052,1.10E-14,94.79015112,14.27033407,4.534016322,2.209159239,253.4953433,76.86983383,37.95846642,19.55462362,15.83642051,69.245367,0.1,71.74412362,15.62334987,4.574039158,2.214806244,370.2176315,76.12006761,7.062964088,17.89892978,10.7436297,45.28788812,0.0746865,107.0322996,13.37692179,4.320529551,2.193193684,211.3728414
12/12/2010,4,12,4,0,54.33328229,13.67204057,44.44537346,0.098078227,85.09983167,0.099999609,96.92918505,15.15800972,4.973896217,2.252124351,345.4610109,30.60939625,21.03357346,18.51449832,6.526001912,60.96194052,1.10E-14,94.79015112,14.27033407,4.534016322,2.209159239,253.4953433,69.16446811,19.63470071,5.696782987,14.73574328,77.44238198,4.05E-04,75.04846696,15.00409904,4.588718885,2.187089887,306.6008298
13-12-2010,4,12,5,0,57.49991263,19.49707621,32.17974493,43.29508647,66.92274562,0.099989659,103.2544383,17.55298619,4.943290723,2.294269307,325.6250725,54.33328229,13.67204057,44.44537346,0.098078227,85.09983167,0.099999609,96.92918505,15.15800972,4.973896217,2.252124351,345.4610109,47.06038015,22.36515091,29.5194011,10.86665173,95.71666826,0.025825313,81.12864185,16.99341487,4.842081463,2.243980966,423.7790228
14-12-2010,4,12,6,0,71.71685288,9.498680863,48.51874109,48.70558743,78.48349805,0.1,58.61944053,21.73223566,5.051664681,2.302080506,463.0775793,57.49991263,19.49707621,32.17974493,43.29508647,66.92274562,0.099989659,103.2544383,17.55298619,4.943290723,2.294269307,325.6250725,41.43335443,26.21422315,45.63488902,22.67519882,51.15405341,0.09999983,107.7224712,15.67383655,4.799505999,2.26608577,238.2359796
15-12-2010,4,12,7,0,74.8267782,12.0413151,19.51883878,22.14225278,67.69943202,0.099831942,99.88701667,18.71162047,4.8947231,2.297209448,313.552144,71.71685288,9.498680863,48.51874109,48.70558743,78.48349805,0.1,58.61944053,21.73223566,5.051664681,2.302080506,463.0775793,73.40219183,14.24691254,46.42465631,44.46264114,73.61346245,0.1,67.02480091,20.36877409,5.085290557,2.290997875,423.7152614
16-12-2010,4,12,1,0,70.57509326,5.005687504,16.92373462,8.259760299,62.2845603,5.55E-05,84.07617954,15.06554083,4.574942224,2.248093566,262.8718386,74.8267782,12.0413151,19.51883878,22.14225278,67.69943202,0.099831942,99.88701667,18.71162047,4.8947231,2.297209448,313.552144,61.67614584,25.02655817,23.18939697,32.32454965,64.1266039,0.099994943,101.2043865,19.60840849,4.866097342,2.297712029,363.5012392
17-12-2010,4,12,2,0,63.92218251,8.054141665,21.36587709,14.60808756,73.53990831,1.28E-04,48.55209309,15.80038323,4.705228504,2.227879944,333.9083836,70.57509326,5.005687504,16.92373462,8.259760299,62.2845603,5.55E-05,84.07617954,15.06554083,4.574942224,2.248093566,262.8718386,66.75690278,2.316544057,12.16236569,8.222995104,65.4440689,7.09E-10,66.43339211,16.42715292,4.58559505,2.246193815,312.2776226
18-12-2010,4,12,3,0,65.78676818,14.1219003,2.739202408,3.229530852,70.15921565,2.91E-09,79.02687247,13.73092213,4.522295959,2.222190807,261.9510215,63.92218251,8.054141665,21.36587709,14.60808756,73.53990831,1.28E-04,48.55209309,15.80038323,4.705228504,2.227879944,333.9083836,76.86983383,37.95846642,19.55462362,15.83642051,69.245367,0.1,71.74412362,15.62334987,4.574039158,2.214806244,370.2176315
19-12-2010,4,12,4,0,48.31753094,20.78895006,29.22207946,37.84105574,53.15391766,0.015823235,97.06899578,15.70558635,4.402124739,2.188791418,276.4137765,65.78676818,14.1219003,2.739202408,3.229530852,70.15921565,2.91E-09,79.02687247,13.73092213,4.522295959,2.222190807,261.9510215,30.60939625,21.03357346,18.51449832,6.526001912,60.96194052,1.10E-14,94.79015112,14.27033407,4.534016322,2.209159239,253.4953433
20-12-2010,4,12,5,0,59.99711645,0.599969374,35.48248983,42.63683055,75.90707595,0.001944699,93.51450191,19.62834411,4.930673579,2.233534897,324.129997,48.31753094,20.78895006,29.22207946,37.84105574,53.15391766,0.015823235,97.06899578,15.70558635,4.402124739,2.188791418,276.4137765,54.33328229,13.67204057,44.44537346,0.098078227,85.09983167,0.099999609,96.92918505,15.15800972,4.973896217,2.252124351,345.4610109
21-12-2010,4,12,6,0,71.78843378,20.92432902,48.09127948,29.40425544,69.10025253,0.1,117.7681367,19.20121455,5.014106542,2.297047803,315.0028832,59.99711645,0.599969374,35.48248983,42.63683055,75.90707595,0.001944699,93.51450191,19.62834411,4.930673579,2.233534897,324.129997,57.49991263,19.49707621,32.17974493,43.29508647,66.92274562,0.099989659,103.2544383,17.55298619,4.943290723,2.294269307,325.6250725
22-12-2010,4,12,7,0,52.72780587,29.52020006,23.66739352,28.87366609,78.53197731,0.099730968,106.8354514,19.1254939,4.978430216,2.30183849,401.4335936,71.78843378,20.92432902,48.09127948,29.40425544,69.10025253,0.1,117.7681367,19.20121455,5.014106542,2.297047803,315.0028832,71.71685288,9.498680863,48.51874109,48.70558743,78.48349805,0.1,58.61944053,21.73223566,5.051664681,2.302080506,463.0775793
23-12-2010,4,12,1,0,44.73387725,2.499947578,3.341117106,31.40375414,50.20598516,3.43E-23,98.40151937,15.81124273,4.304233741,2.22814857,211.2681209,52.72780587,29.52020006,23.66739352,28.87366609,78.53197731,0.099730968,106.8354514,19.1254939,4.978430216,2.30183849,401.4335936,74.8267782,12.0413151,19.51883878,22.14225278,67.69943202,0.099831942,99.88701667,18.71162047,4.8947231,2.297209448,313.552144
24-12-2010,4,12,2,0,47.98878135,11.03011173,25.08753611,17.00495842,58.484961,1.25E-08,59.24236541,16.24134527,4.449224994,2.169448906,279.7764514,44.73387725,2.499947578,3.341117106,31.40375414,50.20598516,3.43E-23,98.40151937,15.81124273,4.304233741,2.22814857,211.2681209,70.57509326,5.005687504,16.92373462,8.259760299,62.2845603,5.55E-05,84.07617954,15.06554083,4.574942224,2.248093566,262.8718386
25-12-2010,4,12,3,0,57.58293929,12.89606692,36.96607343,15.70769752,51.19086885,0.099941603,79.49086512,15.79012366,4.70819472,2.214564448,273.3172332,47.98878135,11.03011173,25.08753611,17.00495842,58.484961,1.25E-08,59.24236541,16.24134527,4.449224994,2.169448906,279.7764514,63.92218251,8.054141665,21.36587709,14.60808756,73.53990831,1.28E-04,48.55209309,15.80038323,4.705228504,2.227879944,333.9083836
26-12-2010,4,12,4,1,48.63469204,18.63816547,13.05932909,5.973032779,55.4470504,2.87E-10,85.20579459,14.71022452,4.628095674,2.233908999,252.3145309,57.58293929,12.89606692,36.96607343,15.70769752,51.19086885,0.099941603,79.49086512,15.79012366,4.70819472,2.214564448,273.3172332,65.78676818,14.1219003,2.739202408,3.229530852,70.15921565,2.91E-09,79.02687247,13.73092213,4.522295959,2.222190807,261.9510215
27-12-2010,4,12,5,1,70.53147852,19.61671146,26.99484686,34.42169732,87.71272561,0.099999996,71.2576156,18.33446945,4.819808985,2.245792988,482.0961655,48.63469204,18.63816547,13.05932909,5.973032779,55.4470504,2.87E-10,85.20579459,14.71022452,4.628095674,2.233908999,252.3145309,48.31753094,20.78895006,29.22207946,37.84105574,53.15391766,0.015823235,97.06899578,15.70558635,4.402124739,2.188791418,276.4137765
28-12-2010,4,12,6,1,17.40456695,44.6172541,45.91560223,38.81808334,65.52588062,0.0999643,68.08380404,19.66155915,4.882899896,2.272405113,381.9302521,70.53147852,19.61671146,26.99484686,34.42169732,87.71272561,0.099999996,71.2576156,18.33446945,4.819808985,2.245792988,482.0961655,59.99711645,0.599969374,35.48248983,42.63683055,75.90707595,0.001944699,93.51450191,19.62834411,4.930673579,2.233534897,324.129997
29-12-2010,4,12,7,1,75.00324496,10.34505596,34.75969442,39.19571007,67.58580723,0.1,58.48339316,20.46323927,4.961199031,2.286872182,412.58252,17.40456695,44.6172541,45.91560223,38.81808334,65.52588062,0.0999643,68.08380404,19.66155915,4.882899896,2.272405113,381.9302521,71.78843378,20.92432902,48.09127948,29.40425544,69.10025253,0.1,117.7681367,19.20121455,5.014106542,2.297047803,315.0028832
30-12-2010,4,12,1,1,62.18050044,33.92256582,13.60484799,12.26873317,58.98277311,0.09999392,109.0394874,16.495237,4.633957364,2.261258429,275.4960665,75.00324496,10.34505596,34.75969442,39.19571007,67.58580723,0.1,58.48339316,20.46323927,4.961199031,2.286872182,412.58252,52.72780587,29.52020006,23.66739352,28.87366609,78.53197731,0.099730968,106.8354514,19.1254939,4.978430216,2.30183849,401.4335936
31-12-2010,4,12,2,1,69.89410978,26.25082153,17.23141245,14.7384291,94.88179082,0.099999845,82.38595978,17.24850497,4.784994565,2.242723822,481.0908229,62.18050044,33.92256582,13.60484799,12.26873317,58.98277311,0.09999392,109.0394874,16.495237,4.633957364,2.261258429,275.4960665,44.73387725,2.499947578,3.341117106,31.40375414,50.20598516,3.43E-23,98.40151937,15.81124273,4.304233741,2.22814857,211.2681209
1/1/2011,1,1,3,0,30.7301851,62.69222157,22.63437503,4.219767816,22.43255651,0.099999989,93.21178866,13.03019019,3.977886393,2.170524727,221.9755523,69.89410978,26.25082153,17.23141245,14.7384291,94.88179082,0.099999845,82.38595978,17.24850497,4.784994565,2.242723822,481.0908229,47.98878135,11.03011173,25.08753611,17.00495842,58.484961,1.25E-08,59.24236541,16.24134527,4.449224994,2.169448906,279.7764514
2/1/2011,1,1,4,0,53.94192135,36.3533095,31.99754391,32.94404511,31.44870971,0.1,38.61148853,17.00007569,4.333047444,2.117571978,373.8846801,30.7301851,62.69222157,22.63437503,4.219767816,22.43255651,0.099999989,93.21178866,13.03019019,3.977886393,2.170524727,221.9755523,57.58293929,12.89606692,36.96607343,15.70769752,51.19086885,0.099941603,79.49086512,15.79012366,4.70819472,2.214564448,273.3172332
3/1/2011,1,1,5,0,54.80015876,37.47206091,35.74850407,40.03690734,33.09880448,0.1,49.85934796,19.81943784,4.537558312,2.182743087,410.2663411,53.94192135,36.3533095,31.99754391,32.94404511,31.44870971,0.1,38.61148853,17.00007569,4.333047444,2.117571978,373.8846801,48.63469204,18.63816547,13.05932909,5.973032779,55.4470504,2.87E-10,85.20579459,14.71022452,4.628095674,2.233908999,252.3145309
4/1/2011,1,1,6,0,5.807094273,49.6347488,51.83567506,43.22209091,28.22949858,0.099930958,68.88146586,19.24498237,4.673790958,2.22043634,274.9340164,54.80015876,37.47206091,35.74850407,40.03690734,33.09880448,0.1,49.85934796,19.81943784,4.537558312,2.182743087,410.2663411,70.53147852,19.61671146,26.99484686,34.42169732,87.71272561,0.099999996,71.2576156,18.33446945,4.819808985,2.245792988,482.0961655
5/1/2011,1,1,7,0,52.85475725,55.84069438,37.45453828,28.14319072,52.42601024,0.1,91.87913021,18.99396558,4.876484123,2.256569958,306.4544919,5.807094273,49.6347488,51.83567506,43.22209091,28.22949858,0.099930958,68.88146586,19.24498237,4.673790958,2.22043634,274.9340164,17.40456695,44.6172541,45.91560223,38.81808334,65.52588062,0.0999643,68.08380404,19.66155915,4.882899896,2.272405113,381.9302521
6/1/2011,1,1,1,0,1.17901019,26.99051857,12.65669577,24.60773512,29.69551339,2.00E-27,75.43292318,14.67030258,4.270027831,2.213372599,135.7756268,52.85475725,55.84069438,37.45453828,28.14319072,52.42601024,0.1,91.87913021,18.99396558,4.876484123,2.256569958,306.4544919,75.00324496,10.34505596,34.75969442,39.19571007,67.58580723,0.1,58.48339316,20.46323927,4.961199031,2.286872182,412.58252
7/1/2011,1,1,2,0,46.35907452,50.71477668,17.93657022,7.315435601,9.031341506,0.09999997,25.52070444,14.55163144,3.461165411,2.045263216,275.1779714,1.17901019,26.99051857,12.65669577,24.60773512,29.69551339,2.00E-27,75.43292318,14.67030258,4.270027831,2.213372599,135.7756268,62.18050044,33.92256582,13.60484799,12.26873317,58.98277311,0.09999392,109.0394874,16.495237,4.633957364,2.261258429,275.4960665
8/1/2011,1,1,3,0,52.53586905,48.13373934,29.28433461,12.6850644,35.06999926,0.1,23.55016528,15.47687181,4.282289894,2.04684801,356.8323172,46.35907452,50.71477668,17.93657022,7.315435601,9.031341506,0.09999997,25.52070444,14.55163144,3.461165411,2.045263216,275.1779714,69.89410978,26.25082153,17.23141245,14.7384291,94.88179082,0.099999845,82.38595978,17.24850497,4.784994565,2.242723822,481.0908229
9/1/2011,1,1,4,0,15.35439545,58.03674065,9.754364082,12.30333425,13.91604525,4.79E-09,80.41373167,12.52389533,3.745677846,2.082931412,156.8990132,52.53586905,48.13373934,29.28433461,12.6850644,35.06999926,0.1,23.55016528,15.47687181,4.282289894,2.04684801,356.8323172,30.7301851,62.69222157,22.63437503,4.219767816,22.43255651,0.099999989,93.21178866,13.03019019,3.977886393,2.170524727,221.9755523
10/1/2011,1,1,5,0,21.34241864,33.99826987,48.29990637,39.9942734,19.10963563,0.097443404,42.18531069,17.07668391,4.218925257,2.075007112,303.2612516,15.35439545,58.03674065,9.754364082,12.30333425,13.91604525,4.79E-09,80.41373167,12.52389533,3.745677846,2.082931412,156.8990132,53.94192135,36.3533095,31.99754391,32.94404511,31.44870971,0.1,38.61148853,17.00007569,4.333047444,2.117571978,373.8846801
11/1/2011,1,1,6,0,1.415848894,41.07306027,39.37371011,35.65143179,40.56433343,1.33E-09,35.16461363,18.64073931,4.793563414,2.198611245,232.0385368,21.34241864,33.99826987,48.29990637,39.9942734,19.10963563,0.097443404,42.18531069,17.07668391,4.218925257,2.075007112,303.2612516,54.80015876,37.47206091,35.74850407,40.03690734,33.09880448,0.1,49.85934796,19.81943784,4.537558312,2.182743087,410.2663411
12/1/2011,1,1,7,0,34.1725815,29.63668352,13.36721549,38.55342369,41.39528179,1.22E-11,77.30791579,17.80132097,4.466657642,2.225727921,245.6147325,1.415848894,41.07306027,39.37371011,35.65143179,40.56433343,1.33E-09,35.16461363,18.64073931,4.793563414,2.198611245,232.0385368,5.807094273,49.6347488,51.83567506,43.22209091,28.22949858,0.099930958,68.88146586,19.24498237,4.673790958,2.22043634,274.9340164
13-01-2011,1,1,1,0,26.4872594,24.84032635,26.41141126,18.80389382,31.69917492,2.15E-11,63.55979772,16.75685172,4.190110709,2.158341483,263.4930376,34.1725815,29.63668352,13.36721549,38.55342369,41.39528179,1.22E-11,77.30791579,17.80132097,4.466657642,2.225727921,245.6147325,52.85475725,55.84069438,37.45453828,28.14319072,52.42601024,0.1,91.87913021,18.99396558,4.876484123,2.256569958,306.4544919
14-01-2011,1,1,2,0,34.47148656,60.9767874,26.777216,23.43106308,38.85063411,0.1,54.02077611,16.16020633,4.424338119,2.15344089,290.5659658,26.4872594,24.84032635,26.41141126,18.80389382,31.69917492,2.15E-11,63.55979772,16.75685172,4.190110709,2.158341483,263.4930376,1.17901019,26.99051857,12.65669577,24.60773512,29.69551339,2.00E-27,75.43292318,14.67030258,4.270027831,2.213372599,135.7756268
